Roll_Number,Student_Name,Attendance_Percentage,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Result,Risk_Level
STU05735,Iram Durrani,100.0,18.0,18.0,30.0,27.0,Pass,Low Risk
STU16218,Amal Lodhi,74.0,14.0,10.0,13.0,12.0,Fail,Medium Risk
STU80626,Talha Ansari,87.0,18.0,17.0,26.0,24.0,Pass,Low Risk
STU95657,Aamir Orakzai,59.0,15.0,12.0,17.0,17.0,Pass,Medium Risk
STU49772,Omar Awan,65.0,12.0,9.0,22.0,15.0,Fail,Medium Risk
STU68873,Palwasha Abbasi,59.0,7.0,10.0,17.0,20.0,Fail,Medium Risk
STU47141,Rizwan Abbasi,71.0,19.0,15.0,28.0,22.0,Pass,Low Risk
STU79635,Ibrahim Niazi,62.0,7.0,11.0,18.0,15.0,Pass,Medium Risk
STU31050,Haris Cheema,91.0,20.0,20.0,28.0,30.0,Pass,Low Risk
STU28031,Fiza Sabir,90.0,15.0,17.0,27.0,27.0,Pass,Low Risk
STU55107,Imran Malik,71.0,15.0,14.0,22.0,21.0,Pass,Low Risk
STU93350,Aamir Siddiqui,74.0,14.0,11.0,23.0,18.0,Pass,Medium Risk
STU92458,Ehsan Ahmed,64.0,10.0,13.0,18.0,15.0,Pass,Medium Risk
STU60387,Moiz Baig,63.0,16.0,14.0,23.0,21.0,Pass,Low Risk
STU46785,Huma Mirza,67.0,15.0,15.0,22.0,23.0,Pass,Low Risk
STU38061,Naveed Talpur,40.0,15.0,17.0,29.0,28.0,Fail,Low Risk
STU40723,Huma Khan,88.0,17.0,20.0,30.0,26.0,Pass,Low Risk
STU43675,Qasim Bhatti,84.0,20.0,19.0,27.0,25.0,Pass,Low Risk
STU50031,Kinza Jafri,72.0,11.0,11.0,17.0,14.0,Pass,Medium Risk
STU94307,Asif Mahmood,75.0,19.0,15.0,30.0,30.0,Pass,Low Risk
STU87063,Farhan Malik,93.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU90011,Zeeshan Dar,96.0,9.0,6.0,6.0,7.0,Fail,High Risk
STU91256,Ehsan Sheikh,94.0,17.0,18.0,30.0,26.0,Pass,Low Risk
STU14410,Lubna Farooq,56.0,14.0,14.0,13.0,19.0,Pass,Medium Risk
STU42130,Mehak Abbasi,88.0,6.0,4.0,9.0,15.0,Fail,High Risk
STU-59951,Hamid Qureshi,90.0,19.0,17.0,29.0,28.0,Pass,Low Risk
STU61564,Usman Niazi,68.0,16.0,13.0,14.0,17.0,Pass,Medium Risk
STU97833,Yumna Orakzai,81.0,15.0,12.0,28.0,23.0,Pass,Low Risk
STU35956,Hina Lodhi,65.0,13.0,16.0,20.0,20.0,Pass,Medium Risk
STU-97851,Bisma Cheema,70.0,13.0,17.0,20.0,21.0,Pass,Low Risk
STU03713,Fahad Abbasi,57.0,4.0,1.0,9.0,16.0,Fail,High Risk
STU40712,Abdullah Hussain,81.0,18.0,15.0,21.0,19.0,Pass,Low Risk
STU54684,Shoaib Mahmood,95.0,20.0,16.0,30.0,22.0,Pass,Low Risk
STU90284,Naveed Nawaz,49.0,13.0,15.0,22.0,22.0,Pass,Medium Risk
STU18167,Sadia Ali,70.0,17.0,15.0,23.0,29.0,Pass,Low Risk
STU40200,Zoya Bhatti,68.0,17.0,20.0,24.0,28.0,Pass,Low Risk
STU01832,Danish Qureshi,65.0,19.0,12.0,20.0,19.0,Pass,Low Risk
STU50955,Yousuf Awan,66.0,17.0,18.0,26.0,28.0,Pass,Low Risk
STU29636,Qasim Iqbal,69.0,8.0,8.0,10.0,13.0,Fail,High Risk
STU99949,Rida Marwat,88.0,13.0,18.0,27.0,22.0,Pass,Low Risk
STU05617,Talha Cheema,93.0,20.0,16.0,23.0,17.0,Pass,Low Risk
STU08096,Rizwan Mirza,97.0,19.0,19.0,25.0,26.0,Pass,Low Risk
STU74351,Asif Lodhi,65.0,16.0,20.0,17.0,21.0,Pass,Low Risk
STU11444,Zaid Iqbal,61.0,9.0,12.0,22.0,19.0,Pass,Medium Risk
STU12861,Gulnaz Awan,52.0,8.0,10.0,10.0,14.0,Fail,High Risk
STU37243,Salman Rana,60.0,10.0,9.0,18.0,10.0,Fail,Medium Risk
STU75331,Rizwan Farooq,54.0,15.0,14.0,15.0,15.0,Pass,Medium Risk
STU14202,Bisma Saeed,75.0,20.0,15.0,30.0,27.0,Pass,Low Risk
STU17381,Ayesha Jafri,80.0,20.0,20.0,23.0,25.0,Pass,Low Risk
STU25154,Zain Pervez,64.0,14.0,14.0,21.0,18.0,Pass,Medium Risk
STU24122,Raheel Ahmed,91.0,18.0,19.0,26.0,28.0,Pass,Low Risk
STU78901,Waqar Bhatti,93.0,19.0,16.0,22.0,29.0,Pass,Low Risk
STU_31295,Javeria Raza,77.0,20.0,14.0,30.0,28.0,Pass,Low Risk
STU76507,Sami Javed,83.0,16.0,14.0,23.0,24.0,Pass,Low Risk
STU24476,Amal Mirza,61.0,15.0,20.0,23.0,30.0,Pass,Low Risk
STU52150,Komal Khan,74.0,16.0,20.0,29.0,23.0,Pass,Low Risk
STU35591,Warda Qazi,89.0,13.0,13.0,17.0,19.0,Pass,Medium Risk
STU03617,Ghulam Rana,78.0,17.0,11.0,24.0,30.0,Pass,Low Risk
STU15719,Unknown Student,95.0,18.0,19.0,26.0,22.0,Fail,Low Risk
STU40241,Arslan Hashmi,63.0,13.0,12.0,17.0,11.0,Fail,Medium Risk
STU53558,Talha Rind,75.0,11.0,17.0,21.0,25.0,Pass,Low Risk
STU25814,Zara Iqbal,45.0,9.0,8.0,10.0,16.0,Fail,High Risk
STU79685,Aamir Chandio,97.0,20.0,18.0,28.0,23.0,Pass,Low Risk
STU02256,Yumna Saeed,55.0,14.0,11.0,26.0,26.0,Pass,Low Risk
STU29306,Danish Malik,75.0,17.0,17.0,30.0,30.0,Pass,Low Risk
STU72516,Laiba Kiani,76.0,20.0,17.0,24.0,22.0,Pass,Low Risk
STU87279,Rizwan Siddiqui,88.0,20.0,20.0,30.0,29.0,Pass,Low Risk
STU18257,Zain Kiani,96.0,18.0,16.0,26.0,20.0,Pass,Low Risk
STU40806,Rashid Khan,60.0,8.0,6.0,20.0,18.0,Pass,Medium Risk
STU45675,Anum Kiani,53.0,15.0,20.0,30.0,30.0,Pass,Low Risk
STU01649,Yumna Rashid,75.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU02544,Sara Cheema,45.0,18.0,17.0,22.0,22.0,Pass,Low Risk
STU53585,Laiba Mahmood,69.0,15.0,13.0,14.0,22.0,Pass,Medium Risk
STU36495,Fawad Hashmi,81.0,18.0,14.0,29.0,22.0,Pass,Low Risk
STU50826,Waqar Kiani,75.0,20.0,17.0,16.0,30.0,Pass,Low Risk
STU60825,Raheel Effendi,74.0,17.0,16.0,24.0,26.0,Pass,Low Risk
STU91249,Raheel Niazi,83.0,6.0,8.0,14.0,12.0,Fail,Medium Risk
STU21841,Owais Ansari,66.0,16.0,13.0,22.0,20.0,Pass,Low Risk
STU12176,Areeba Saeed,70.0,15.0,17.0,20.0,25.0,Pass,Low Risk
STU17454,Ali Mahmood,79.0,14.0,14.0,15.0,29.0,Pass,Low Risk
STU44278,Nimra Pasha,75.0,11.0,14.0,23.0,17.0,Pass,Medium Risk
STU03061,Iqra Ansari,81.0,18.0,20.0,26.0,24.0,Pass,Low Risk
STU21300,Yasir Rashid,99.0,20.0,19.0,29.0,25.0,Pass,Low Risk
STU56756,Areeba Javed,69.0,19.0,16.0,20.0,25.0,Pass,Low Risk
STU94166,Usman Pasha,75.0,13.0,18.0,26.0,19.0,Pass,Low Risk
STU70705,Luqman Sheikh,75.0,13.0,17.0,22.0,24.0,Pass,Low Risk
STU61013,Sohail Yousafzai,51.0,12.0,6.0,14.0,18.0,Fail,High Risk
STU94340,Ayesha Hashmi,66.0,14.0,9.0,19.0,16.0,Pass,Medium Risk
STU47064,Zoya Nawaz,97.0,16.0,17.0,26.0,21.0,Pass,Low Risk
STU84122,Eman Iqbal,84.0,12.0,12.0,16.0,17.0,Pass,Medium Risk
STU09231,Unknown Student,79.0,20.0,20.0,23.0,29.0,Pass,Low Risk
STU56094,Fiza Junejo,100.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU00027,Fatima Pervez,94.0,19.0,20.0,29.0,27.0,Pass,Low Risk
STU68311,Kashif Ansari,58.0,12.0,14.0,16.0,20.0,Pass,Medium Risk
STU64547,Momina Niazi,53.0,4.0,10.0,12.0,15.0,Fail,High Risk
STU63435,Yousuf Qureshi,85.0,20.0,16.0,30.0,22.0,Pass,Low Risk
STU75269,Iram Niazi,64.0,11.0,15.0,15.0,18.0,Fail,Medium Risk
STU65214,Zeeshan Khan,86.0,14.0,20.0,26.0,30.0,Pass,Low Risk
STU70758,Moiz Durrani,73.0,17.0,17.0,25.0,23.0,Pass,Low Risk
STU02036,Nida Rashid,71.0,16.0,14.0,24.0,17.0,Pass,Low Risk
STU29301,Rashid Baig,64.0,8.0,5.0,10.0,18.0,Fail,High Risk
STU70420,Anum Soomro,90.0,6.0,6.0,10.0,14.0,Fail,High Risk
STU36349,Ghulam Awan,81.0,10.0,8.0,8.0,20.0,Fail,Medium Risk
STU68368,Fajar Jafri,75.0,14.0,15.0,24.0,26.0,Pass,Low Risk
STU61580,Unknown Student,54.0,15.0,16.0,28.0,16.0,Pass,Low Risk
STU55642,Rabia Malik,87.0,19.0,20.0,25.0,26.0,Pass,Low Risk
STU87028,Fiza Dar,76.0,13.0,13.0,14.0,19.0,Pass,Medium Risk
STU78992,Amina Butt,60.0,9.0,7.0,14.0,15.0,Fail,High Risk
STU01221,Junaid Yousafzai,51.0,13.0,9.0,8.0,16.0,Fail,High Risk
STU18564,Areeba Cheema,49.0,15.0,5.0,16.0,12.0,Fail,Medium Risk
STU88749,Rizwan Tanveer,69.0,7.0,8.0,23.0,21.0,Pass,Medium Risk
STU26745,Nimra Hameed,92.0,16.0,14.0,21.0,25.0,Pass,Low Risk
STU85985,Wajeeha Ansari,74.0,15.0,18.0,25.0,28.0,Pass,Low Risk
STU49864,Sohail Orakzai,66.0,14.0,13.0,22.0,23.0,Pass,Low Risk
STU62850,Unknown Student,98.0,19.0,18.0,28.0,28.0,Pass,Low Risk
STU76102,Sadia Siddiqui,75.0,20.0,15.0,17.0,23.0,Pass,Low Risk
STU93450,Ehsan Waheed,96.0,12.0,17.0,18.0,26.0,Pass,Low Risk
STU69095,Dua Saeed,58.0,18.0,14.0,22.0,26.0,Pass,Low Risk
STU34545,Quratulain Ghori,45.0,9.0,9.0,13.0,8.0,Fail,High Risk
STU69914,Wajeeha Pasha,71.0,15.0,19.0,29.0,30.0,Pass,Low Risk
STU61722,Faisal Hashmi,97.0,20.0,18.0,29.0,28.0,Pass,Low Risk
STU60403,Komal Iqbal,90.0,17.0,18.0,24.0,22.0,Pass,Low Risk
STU87821,Omar Chandio,75.0,7.0,5.0,12.0,12.0,Fail,High Risk
STU79162,Hira Malik,78.0,20.0,16.0,24.0,26.0,Pass,Low Risk
STU64724,Sundas Abbasi,59.0,9.0,7.0,10.0,22.0,Fail,High Risk
STU80785,Unknown Student,75.0,11.0,7.0,15.0,11.0,Fail,Medium Risk
STU92969,Sana Yousaf,67.0,9.0,16.0,25.0,24.0,Pass,Low Risk
STU31316,Unknown Student,67.0,10.0,7.0,15.0,12.0,Fail,Medium Risk
STU66358,Unknown Student,75.0,12.0,15.0,18.0,17.0,Pass,Medium Risk
STU66653,Nasir Mahmood,75.0,18.0,20.0,24.0,25.0,Pass,Low Risk
STU75581,Usman Ali,100.0,18.0,19.0,29.0,27.0,Pass,Low Risk
STU10609,Laiba Pervez,88.0,14.0,15.0,30.0,21.0,Pass,Low Risk
STU43054,Hamza Junejo,100.0,16.0,19.0,29.0,29.0,Pass,Low Risk
STU21701,Mehak Hussain,96.0,15.0,18.0,23.0,27.0,Pass,Low Risk
STU32700,Ghulam Rind,70.0,15.0,14.0,19.0,26.0,Pass,Low Risk
STU33228,Fajar Qazi,85.0,20.0,19.0,28.0,29.0,Pass,Low Risk
STU99487,Yasir Mirza,86.0,15.0,20.0,22.0,26.0,Fail,Low Risk
STU49890,Maria Gill,75.0,12.0,13.0,13.0,11.0,Fail,Medium Risk
STU14127,Shoaib Bajwa,90.0,10.0,15.0,23.0,22.0,Pass,Low Risk
STU78109,Mishal Khan,86.0,11.0,11.0,23.0,22.0,Pass,Low Risk
STU20393,Bushra Hussain,92.0,8.0,5.0,10.0,13.0,Fail,High Risk
STU06134,Talha Dar,85.0,13.0,18.0,24.0,22.0,Pass,Low Risk
STU50470,Shoaib Awan,76.0,11.0,14.0,22.0,19.0,Pass,Medium Risk
STU31411,Umair Hameed,45.0,16.0,10.0,15.0,12.0,Fail,Medium Risk
STU91991,Osha Nawaz,48.0,14.0,18.0,19.0,28.0,Pass,Medium Risk
STU45668,Naveed Kiani,67.0,17.0,20.0,26.0,21.0,Pass,Low Risk
STU46842,Qasim Mirza,91.0,20.0,19.0,22.0,28.0,Pass,Low Risk
STU26713,Qasim Rana,75.0,10.0,11.0,10.0,13.0,Fail,Medium Risk
STU37236,Maria Effendi,96.0,15.0,17.0,22.0,20.0,Pass,Low Risk
STU09532,Usman Ghori,89.0,15.0,20.0,27.0,24.0,Pass,Low Risk
STU22758,Unknown Student,74.0,14.0,16.0,22.0,20.0,Pass,Low Risk
STU30393,Wajeeha Nawaz,88.0,18.0,14.0,24.0,29.0,Pass,Low Risk
STU85045,Fawad Rana,42.0,12.0,7.0,15.0,15.0,Fail,High Risk
STU97908,Umair Pasha,80.0,20.0,20.0,28.0,27.0,Pass,Low Risk
STU37439,Iqra Rind,90.0,17.0,20.0,30.0,28.0,Pass,Low Risk
STU71105,Rizwan Cheema,53.0,7.0,10.0,8.0,18.0,Fail,High Risk
STU67194,Iqra Awan,78.0,13.0,15.0,22.0,20.0,Pass,Low Risk
STU05977,Unknown Student,82.0,13.0,13.0,21.0,23.0,Pass,Low Risk
STU94291,Bushra Rana,85.0,18.0,20.0,28.0,28.0,Pass,Low Risk
STU33181,Arslan Ahmed,46.0,11.0,14.0,17.0,13.0,Fail,Medium Risk
STU00020,Jawad Junejo,69.0,13.0,16.0,22.0,21.0,Pass,Low Risk
STU79491,Zoya Qureshi,96.0,15.0,17.0,22.0,24.0,Pass,Low Risk
STU39831,Mariam Yousafzai,58.0,20.0,13.0,29.0,29.0,Pass,Low Risk
STU01388,Unknown Student,44.0,18.0,15.0,21.0,21.0,Pass,Medium Risk
STU55183,Sundas Warraich,91.0,20.0,20.0,23.0,25.0,Pass,Low Risk
STU78310,Huma Jafri,96.0,8.0,9.0,8.0,18.0,Fail,Medium Risk
STU11904,Ayesha Tanveer,87.0,18.0,20.0,30.0,30.0,Pass,Low Risk
STU60718,Tahira Farooq,84.0,16.0,17.0,23.0,26.0,Pass,Low Risk
STU77460,Danish Chaudhry,74.0,14.0,14.0,22.0,20.0,Pass,Low Risk
STU78974,Basit Dar,98.0,20.0,17.0,29.0,27.0,Pass,Low Risk
STU95899,Zaid Bajwa,100.0,19.0,14.0,21.0,30.0,Pass,Low Risk
STU25454,Iqra Pervez,77.0,11.0,15.0,22.0,11.0,Pass,Medium Risk
STU02904,Ali Abbasi,82.0,13.0,16.0,23.0,19.0,Pass,Low Risk
STU69198,Sohail Talpur,51.0,13.0,9.0,18.0,10.0,Fail,Medium Risk
STU51951,Jawad Mahmood,88.0,16.0,20.0,26.0,29.0,Pass,Low Risk
STU94647,Shahzad Mahmood,71.0,15.0,16.0,30.0,29.0,Pass,Low Risk
STU16553,Kinza Marwat,91.0,20.0,20.0,28.0,30.0,Pass,Low Risk
STU86266,Palwasha Durrani,75.0,7.0,9.0,16.0,13.0,Fail,Medium Risk
STU40949,Sundas Hussain,75.0,15.0,19.0,24.0,24.0,Pass,Low Risk
STU18640,Mariam Hameed,72.0,16.0,15.0,20.0,27.0,Pass,Low Risk
STU52012,Sara Hashmi,84.0,19.0,13.0,22.0,30.0,Pass,Low Risk
STU14600,Yumna Gill,66.0,13.0,13.0,19.0,20.0,Pass,Medium Risk
STU42885,Nimra Warraich,75.0,14.0,16.0,23.0,27.0,Pass,Low Risk
STU79808,Nida Rashid,56.0,4.0,10.0,14.0,17.0,Fail,High Risk
STU74036,Rizwan Talpur,75.0,14.0,17.0,24.0,17.0,Pass,Low Risk
STU03976,Amber Chandio,100.0,20.0,20.0,23.0,24.0,Pass,Low Risk
STU38549,Sara Iqbal,89.0,18.0,20.0,30.0,27.0,Pass,Low Risk
STU31784,Saba Niazi,65.0,12.0,9.0,17.0,18.0,Pass,Medium Risk
STU17849,Lubna Mahmood,79.0,12.0,10.0,17.0,11.0,Fail,Medium Risk
STU56481,Adeel Nawaz,62.0,12.0,13.0,26.0,29.0,Pass,Low Risk
STU82606,Kashif Jafri,77.0,8.0,13.0,20.0,20.0,Pass,Medium Risk
STU43650,Sobia Waheed,75.0,17.0,13.0,24.0,23.0,Pass,Low Risk
STU21840,Zeeshan Siddiqui,78.0,20.0,17.0,30.0,30.0,Pass,Low Risk
STU93324,Unknown Student,75.0,14.0,13.0,18.0,23.0,Pass,Medium Risk
STU52244,Imran Siddiqui,100.0,20.0,18.0,22.0,22.0,Pass,Low Risk
STU74649,Waqar Ghori,75.0,15.0,20.0,21.0,28.0,Pass,Low Risk
STU84469,Rizwan Mahmood,100.0,15.0,20.0,29.0,26.0,Pass,Low Risk
STU87256,Anum Warraich,58.0,14.0,17.0,23.0,19.0,Pass,Medium Risk
STU94742,Rizwan Qazi,74.0,15.0,13.0,15.0,19.0,Pass,Medium Risk
STU86855,Areeba Malik,63.0,6.0,8.0,13.0,11.0,Pass,High Risk
STU78360,Yasir Malik,86.0,16.0,19.0,27.0,22.0,Pass,Low Risk
STU03410,Talha Ghori,82.0,13.0,15.0,17.0,22.0,Pass,Medium Risk
STU33469,Kashif Jafri,100.0,17.0,19.0,26.0,26.0,Pass,Low Risk
STU39876,Asif Mahmood,65.0,18.0,20.0,22.0,28.0,Fail,Low Risk
STU63080,Komal Warraich,70.0,15.0,16.0,14.0,19.0,Pass,Medium Risk
STU28969,Nimra Karim,45.0,11.0,7.0,20.0,16.0,Pass,Medium Risk
STU79151,Rida Hameed,46.0,12.0,16.0,23.0,24.0,Pass,Medium Risk
STU24838,Gulnaz Ghori,51.0,15.0,8.0,12.0,18.0,Fail,Medium Risk
STU07093,Sehar Ansari,67.0,6.0,7.0,14.0,20.0,Fail,High Risk
STU02992,Nimra Hussain,89.0,13.0,13.0,12.0,14.0,Fail,Medium Risk
STU26491,Shahzad Niazi,54.0,5.0,8.0,11.0,9.0,Fail,High Risk
STU61316,Qasim Nawaz,62.0,12.0,11.0,14.0,17.0,Fail,Medium Risk
STU49316,Quratulain Durrani,100.0,20.0,18.0,29.0,29.0,Pass,Low Risk
STU22979,Noor Nawaz,66.0,12.0,11.0,19.0,20.0,Pass,Medium Risk
STU90652,Mahnoor Soomro,100.0,17.0,15.0,26.0,30.0,Pass,Low Risk
STU08052,Komal Mahmood,98.0,12.0,14.0,12.0,14.0,Pass,Medium Risk
STU21295,Shoaib Cheema,88.0,19.0,13.0,30.0,30.0,Pass,Low Risk
STU58792,Maria Raza,72.0,16.0,14.0,25.0,20.0,Pass,Low Risk
STU05203,Yasir Hussain,88.0,17.0,20.0,30.0,30.0,Pass,Low Risk
STU40896,Kashif Warraich,62.0,12.0,13.0,17.0,22.0,Pass,Medium Risk
STU57410,Momina Awan,71.0,12.0,15.0,20.0,16.0,Fail,Medium Risk
STU56714,Iram Yousaf,60.0,12.0,10.0,19.0,24.0,Pass,Medium Risk
STU17406,Noor Pervez,89.0,19.0,19.0,30.0,30.0,Pass,Low Risk
STU32879,Ayesha Jafri,93.0,14.0,16.0,23.0,24.0,Pass,Low Risk
STU83435,Adnan Marwat,85.0,15.0,16.0,24.0,30.0,Pass,Low Risk
STU93078,Naveed Sheikh,91.0,10.0,5.0,5.0,11.0,Fail,High Risk
STU18117,Raheel Ahmed,46.0,9.0,8.0,15.0,9.0,Fail,High Risk
STU35221,Unknown Student,99.0,15.0,20.0,24.0,26.0,Pass,Low Risk
STU64163,Zeeshan Jafri,91.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU80946,Moiz Yousafzai,87.0,20.0,19.0,30.0,30.0,Pass,Low Risk
STU78942,Kiran Khan,64.0,11.0,14.0,21.0,23.0,Pass,Medium Risk
STU67051,Zubair Durrani,100.0,17.0,16.0,26.0,30.0,Pass,Low Risk
STU28852,Hassan Qureshi,76.0,16.0,20.0,27.0,30.0,Pass,Low Risk
STU53546,Amber Nawaz,75.0,14.0,11.0,12.0,13.0,Pass,Medium Risk
STU14580,Moiz Ansari,100.0,20.0,16.0,28.0,30.0,Pass,Low Risk
STU64192,Rimsha Ansari,70.0,13.0,16.0,18.0,21.0,Pass,Medium Risk
STU11376,Farhan Soomro,47.0,7.0,6.0,16.0,15.0,Fail,High Risk
STU26552,Rida Nawaz,78.0,18.0,17.0,28.0,28.0,Pass,Low Risk
STU67813,Mishal Chandio,80.0,19.0,20.0,29.0,22.0,Pass,Low Risk
STU92513,Saba Soomro,72.0,15.0,13.0,22.0,20.0,Pass,Low Risk
STU69360,Yousuf Gill,55.0,11.0,9.0,11.0,16.0,Fail,High Risk
STU99774,Zainab Junejo,84.0,20.0,13.0,28.0,28.0,Pass,Low Risk
STU93691,Kiran Sabir,69.0,14.0,14.0,24.0,23.0,Pass,Low Risk
STU35652,Osha Warraich,95.0,8.0,11.0,20.0,14.0,Fail,Medium Risk
STU67785,Luqman Siddiqui,76.0,14.0,12.0,19.0,24.0,Pass,Medium Risk
STU76504,Abdullah Mirza,50.0,9.0,14.0,19.0,22.0,Pass,Medium Risk
STU12207,Basit Qureshi,72.0,11.0,15.0,18.0,22.0,Pass,Medium Risk
STU69817,Basit Rashid,71.0,10.0,14.0,20.0,16.0,Fail,Medium Risk
STU95207,Zara Jafri,42.0,16.0,18.0,26.0,30.0,Pass,Low Risk
STU81150,Sana Yousaf,73.0,16.0,9.0,17.0,20.0,Pass,Medium Risk
STU38583,Farah Malik,76.0,11.0,17.0,20.0,24.0,Pass,Low Risk
STU76667,Saba Pasha,56.0,8.0,12.0,12.0,13.0,Fail,High Risk
STU99164,Zain Mirza,97.0,14.0,20.0,28.0,22.0,Pass,Low Risk
STU44312,Areeba Saeed,100.0,14.0,16.0,28.0,24.0,Pass,Low Risk
STU54719,Unknown Student,79.0,15.0,8.0,24.0,19.0,Pass,Low Risk
STU-60278,Bisma Pasha,63.0,13.0,13.0,17.0,15.0,Fail,Medium Risk
STU17831,Haris Durrani,53.0,14.0,14.0,17.0,17.0,Pass,Medium Risk
STU86196,Ayesha Soomro,65.0,13.0,15.0,19.0,13.0,Fail,Medium Risk
STU48116,Bushra Sabir,82.0,13.0,16.0,22.0,21.0,Pass,Low Risk
STU-02204,Rizwan Rind,94.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU28615,Ibrahim Javed,87.0,19.0,20.0,28.0,27.0,Pass,Low Risk
STU81297,Khadija Hussain,75.0,15.0,13.0,21.0,23.0,Pass,Low Risk
STU95864,Eman Karim,71.0,19.0,15.0,21.0,28.0,Pass,Low Risk
STU49144,Noman Niazi,75.0,17.0,20.0,17.0,19.0,Pass,Low Risk
STU45102,Anum Effendi,58.0,20.0,20.0,24.0,24.0,Pass,Low Risk
STU17086,Hamid Junejo,54.0,13.0,7.0,9.0,19.0,Fail,High Risk
STU33283,Daniyal Bhatti,78.0,18.0,20.0,25.0,27.0,Pass,Low Risk
STU26707,Amina Raza,59.0,11.0,14.0,15.0,22.0,Fail,Medium Risk
STU12461,Jawad Chaudhry,100.0,20.0,20.0,30.0,23.0,Pass,Low Risk
STU59397,Fajar Farooq,58.0,6.0,14.0,17.0,15.0,Fail,Medium Risk
STU42537,Yumna Junejo,79.0,15.0,11.0,21.0,28.0,Pass,Low Risk
STU62396,Usman Khan,67.0,17.0,14.0,21.0,23.0,Pass,Low Risk
STU47313,Fatima Bajwa,86.0,10.0,11.0,14.0,16.0,Fail,Medium Risk
STU26335,Ehsan Durrani,100.0,19.0,17.0,25.0,25.0,Pass,Low Risk
STU23773,Amber Sheikh,59.0,11.0,18.0,23.0,15.0,Pass,Medium Risk
STU37502,Kamran Awan,87.0,14.0,19.0,19.0,30.0,Pass,Low Risk
STU51344,Noor Ahmed,79.0,18.0,19.0,24.0,27.0,Pass,Low Risk
STU01417,Basit Dar,44.0,10.0,15.0,14.0,22.0,Fail,Medium Risk
STU24072,Imran Durrani,97.0,17.0,18.0,29.0,29.0,Pass,Low Risk
STU31841,Kamran Chaudhry,76.0,11.0,16.0,22.0,15.0,Pass,Medium Risk
STU62565,Asad Chaudhry,67.0,11.0,15.0,16.0,12.0,Fail,Medium Risk
STU75172,Omar Awan,62.0,12.0,13.0,18.0,14.0,Pass,Medium Risk
STU71428,Amber Mahmood,100.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU31350,Lubna Junejo,78.0,13.0,15.0,27.0,30.0,Pass,Low Risk
STU61483,Danish Kiani,75.0,20.0,19.0,27.0,30.0,Pass,Low Risk
STU58432,Saba Mirza,68.0,9.0,9.0,11.0,15.0,Fail,High Risk
STU65348,Kashif Chandio,89.0,19.0,20.0,22.0,30.0,Pass,Low Risk
STU68254,Aiman Lodhi,52.0,9.0,10.0,13.0,15.0,Fail,High Risk
STU73569,Warda Chaudhry,91.0,12.0,12.0,23.0,17.0,Pass,Low Risk
STU77537,Rabia Chaudhry,82.0,19.0,20.0,30.0,28.0,Pass,Low Risk
STU72096,Kiran Ahmed,48.0,9.0,12.0,14.0,14.0,Fail,High Risk
STU92371,Alishba Siddiqui,84.0,17.0,16.0,26.0,22.0,Pass,Low Risk
STU43838,Kashif Effendi,66.0,6.0,12.0,16.0,12.0,Fail,Medium Risk
STU33266,Yousuf Sheikh,76.0,10.0,10.0,12.0,11.0,Fail,Medium Risk
STU52954,Hamza Chaudhry,45.0,16.0,15.0,22.0,29.0,Pass,Low Risk
STU48671,Naveed Tanveer,64.0,13.0,12.0,18.0,22.0,Pass,Medium Risk
STU79208,Arslan Yousaf,61.0,13.0,10.0,22.0,17.0,Pass,Medium Risk
STU65665,Arslan Pervez,72.0,19.0,15.0,25.0,30.0,Pass,Low Risk
STU34982,Amber Mirza,71.0,15.0,9.0,15.0,20.0,Fail,Medium Risk
STU81597,Amina Mirza,91.0,13.0,18.0,21.0,19.0,Pass,Low Risk
STU96785,Alishba Siddiqui,75.0,17.0,20.0,24.0,28.0,Pass,Low Risk
STU62784,Rabia Ali,75.0,11.0,12.0,12.0,12.0,Fail,Medium Risk
STU43997,Zoya Abbasi,80.0,12.0,17.0,18.0,30.0,Pass,Low Risk
STU14403,Iram Farooq,75.0,18.0,19.0,30.0,24.0,Pass,Low Risk
STU52274,Imran Butt,87.0,20.0,20.0,30.0,28.0,Pass,Low Risk
STU68435,Iqra Marwat,76.0,10.0,12.0,20.0,15.0,Fail,Medium Risk
STU35176,Sami Chaudhry,68.0,15.0,13.0,21.0,26.0,Pass,Low Risk
STU25134,Sana Mahmood,75.0,20.0,20.0,30.0,27.0,Pass,Low Risk
STU28507,Iqra Ansari,71.0,8.0,15.0,13.0,18.0,Fail,Medium Risk
STU81657,Fiza Nawaz,91.0,20.0,17.0,28.0,25.0,Pass,Low Risk
STU84893,Fiza Talpur,41.0,18.0,16.0,30.0,30.0,Pass,Low Risk
STU99618,Saad Pasha,86.0,11.0,9.0,11.0,16.0,Fail,Medium Risk
STU61242,Kashif Ali,79.0,15.0,16.0,30.0,19.0,Pass,Low Risk
STU83382,Sehar Effendi,57.0,11.0,10.0,18.0,14.0,Fail,Medium Risk
STU58162,Iram Iqbal,86.0,20.0,19.0,27.0,30.0,Pass,Low Risk
